,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,churn_probability,monthly_charges,revenue_at_risk,y_true
1538,United States,California,Seaside,93955,36.625114,-121.823565,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,3492,0.7488528673607107,79.35,713.0577003008686,1
375,United States,California,Wheatland,95692,39.043387,-121.409837,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,5745,0.7039390593264685,84.4,712.9494792858472,1
619,United States,California,Buellton,93427,34.631362,-120.238218,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,3967,0.6932723926598018,85.55,711.7134383045525,1
1534,United States,California,Carmel By The Sea,93921,36.554618,-121.922239,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,4207,0.8339181286549706,71.0,710.498245614035,1
5948,United States,California,Anaheim,92801,33.844983,-117.952151,Female,Yes,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,5691,0.6193209447961336,95.4,708.9986176026139,0
1354,United States,California,Valencia,91355,34.43987,-118.644609,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,3890,0.7309036201893344,80.8,708.6841501355786,1
367,United States,California,Madison,95653,38.674276,-121.961866,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,3369,0.6263209447961336,94.25,708.3689885644271,1
1271,United States,California,Castella,96017,41.121108,-122.336613,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,5219,0.646705560180749,91.15,707.3665417257033,1
1256,United States,California,Grimes,95950,39.033058,-121.895718,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,2668,0.6557055601807491,89.85,706.9817349868836,1
1635,United States,California,Vernalis,95385,37.609095,-121.263381,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,2734,0.7309036201893344,80.5,706.0528971028971,1
2691,United States,California,San Jose,95117,37.311088,-121.961786,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,3981,0.5924056327612239,98.85,702.7115615813638,0
1139,United States,California,San Rafael,94903,38.018065,-122.546024,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,4174,0.7719946719946721,75.75,701.743156843157,1
1092,United States,California,Salinas,93901,36.64152,-121.622188,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,4160,0.7779623154623154,74.9,699.2325291375291,1
758,United States,California,Branscomb,95417,39.710591,-123.682799,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,4568,0.8400448876092966,69.25,698.0773016033255,1
1213,United States,California,Samoa,95564,40.809636,-124.189977,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,2485,0.8277642825011245,70.0,695.3219973009446,1
917,United States,California,Stevenson Ranch,91381,34.364153,-118.615583,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,5118,0.6817055601807491,84.8,693.7035780399303,1
1404,United States,California,Joshua Tree,92252,34.167236,-116.281511,Male,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,5141,0.6801535115409207,84.5,689.6756607024937,1
490,United States,California,Westlake Village,91361,34.130992,-118.894673,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,4852,0.685551714026903,83.75,688.9794725970374,1
3364,United States,California,Indio,92203,33.752938,-116.230055,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,2968,0.7719946719946721,74.3,688.3104495504497,0
5638,United States,California,Long Beach,90807,33.830099,-118.182239,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,5777,0.7779623154623154,73.5,686.1627622377622,0
1387,United States,California,Solana Beach,92075,33.001813,-117.263628,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,2943,0.7141763474620617,80.05,686.0377993720565,1
4730,United States,California,Anaheim,92806,33.83796,-117.870494,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,3641,0.760356132675464,74.95,683.8643057283123,0
5015,United States,California,El Cerrito,94530,37.924838,-122.289145,Female,Yes,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,4103,0.5431268517593795,104.45,680.7551959952062,0
964,United States,California,San Diego,92130,32.957195,-117.202542,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,5795,0.8136752136752137,69.1,674.6994871794872,1
2557,United States,California,San Francisco,94123,37.800254,-122.436975,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,5432,0.7431485181485181,75.4,672.4007792207792,0
224,United States,California,Los Altos,94024,37.352911,-122.093002,Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,3962,0.6663722268474157,83.9,670.9035579899781,1
3450,United States,California,Riverside,92509,34.004379,-117.447864,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,4649,0.663426238813648,84.1,669.5297602107336,0
502,United States,California,Pomona,91768,34.067932,-117.785168,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,6088,0.5582879857024003,99.8,668.6056916771946,1
3502,United States,California,Ladera Ranch,92694,33.569186,-117.640055,Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,4812,0.6193209447961336,89.95,668.4950278129467,0
5599,United States,California,Inglewood,90305,33.958134,-118.330905,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,5212,0.7309036201893344,75.85,665.2684750963322,0
1029,United States,California,Corona,92882,33.819385,-117.600213,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,4804,0.5203600443236253,106.4,664.3957045924047,1
893,United States,California,Torrance,90501,33.833699,-118.314387,Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,5884,0.5431268517593795,101.9,664.1355143313692,1
460,United States,California,Buena Park,90620,33.845706,-118.012204,Female,Yes,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,3380,0.4885945614079967,113.2,663.7068522166227,1
1868,United States,California,Apple Valley,92307,34.55082,-117.122396,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,5839,0.7430225013082156,74.4,663.3704891679749,1
753,United States,California,Westley,95387,37.546007,-121.28257,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,5345,0.7755789601184976,71.0,660.7932740209599,1
4464,United States,California,Granada Hills,91344,34.291273,-118.505104,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,2332,0.7309036201893344,75.25,660.005969030969,0
857,United States,California,Sierraville,96126,39.559709,-120.345639,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,4072,0.5445303605313092,100.95,659.644078747628,1
569,United States,California,Anza,92539,33.527605,-116.666551,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,3698,0.646705560180749,85.0,659.639671384364,1
462,United States,California,La Palma,90623,33.850504,-118.039892,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,5239,0.6932723926598018,79.0,657.2222282414921,1
3222,United States,California,Pasadena,91107,34.159007,-118.087353,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,5514,0.7309036201893344,74.85,656.4976316540601,0
5588,United States,California,Palos Verdes Peninsula,90274,33.788208,-118.404955,Male,No,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,2429,0.5224369445150858,104.6,655.7628527553356,0
6145,United States,California,Salinas,93907,36.77462,-121.664714,Female,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,3291,0.6353209447961337,85.95,655.2700224627323,0
277,United States,California,Novato,94949,38.067204,-122.524004,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,4359,0.6015318416191625,90.6,653.9854182083534,1
4941,United States,California,Greenfield,93927,36.248708,-121.386617,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,2684,0.6193209447961336,87.95,653.6313251378394,0
315,United States,California,Modesto,95356,37.716186,-121.025836,Male,No,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,4857,0.6307347035199622,86.0,650.918214032601,1
662,United States,California,Mountain View,94043,37.419725,-122.062947,Male,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,5525,0.5522444988182029,98.15,650.4335707080794,1
783,United States,California,Carmichael,95608,38.626128,-121.328011,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,2075,0.7209968602825745,74.95,648.4645761381475,1
571,United States,California,Moreno Valley,92551,33.88274,-117.224878,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,5270,0.7099996653870745,75.8,645.815695636083,1
1012,United States,California,Foothill Ranch,92610,33.698728,-117.67768,Female,No,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,4663,0.5087246963562754,105.65,644.961170040486,1
1422,United States,California,Newberry Springs,92365,34.89326,-116.505958,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,5964,0.663426238813648,80.85,643.6561368970013,1
807,United States,California,Dutch Flat,95714,39.197215,-120.83679,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,2140,0.6886882449746465,77.85,643.3725584553147,1
71,United States,California,West Covina,91791,34.061634,-117.893169,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,4643,0.5631105577242338,95.15,642.9596348095301,1
1727,United States,California,Hornbrook,96044,41.962127,-122.527696,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,5378,0.7141763474620617,74.85,641.4731952904237,1
570,United States,California,Hemet,92543,33.739415,-116.968339,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,2856,0.663426238813648,80.55,641.2678024372722,1
1510,United States,California,Caliente,93518,35.358953,-118.527064,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,4884,0.704377513030944,75.7,639.8565328373096,1
418,United States,California,Palo Cedro,96073,40.582399,-122.195512,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,2803,0.7099996653870745,74.7,636.4437000529736,1
4312,United States,California,Los Angeles,90002,33.949255,-118.246978,Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,3654,0.5595785862993493,94.75,636.2408526223602,0
1447,United States,California,Lake Forest,92630,33.644849,-117.684254,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,3621,0.663426238813648,79.4,632.1125203416439,1
1356,United States,California,Castaic,91384,34.506627,-118.699048,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,2987,0.6263209447961336,84.1,632.0830974882581,1
5883,United States,California,San Bernardino,92408,34.084909,-117.258107,Male,No,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,3301,0.4885945614079967,107.75,631.7527679005398,0
186,United States,California,Lancaster,93535,34.712708,-117.889656,Female,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,3161,0.5884786430117377,89.25,630.2606266655711,1
1878,United States,California,Los Angeles,90016,34.028331,-118.354338,Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,5822,0.49756969785432775,105.5,629.923237483579,0
3679,United States,California,Dos Palos,93620,37.045728,-120.630682,Male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,5335,0.7000929054803147,74.9,629.2435034457069,0
464,United States,California,Avalon,90704,33.391181,-118.421305,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,2377,0.7309036201893344,71.65,628.4309326387898,1
702,United States,California,El Sobrante,94803,37.963995,-122.288296,Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,3715,0.6557055601807491,79.85,628.2970677651938,1
5301,United States,California,Leggett,95585,39.873371,-123.741474,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,2980,0.7431485181485181,70.3,626.9200899100899,0
4481,United States,California,Burbank,91504,34.213049,-118.317651,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,2742,0.6580309746314341,79.15,624.9978197049362,0
1016,United States,California,Costa Mesa,92627,33.645672,-117.922613,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,4479,0.7039390593264685,73.9,624.2531578107123,1
1048,United States,California,Mc Kittrick,93251,35.38381,-119.730885,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,3336,0.6057347035199622,85.8,623.664450744153,1
4030,United States,California,Lakeport,95453,39.080469,-122.955176,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,3358,0.7431485181485181,69.9,623.352977022977,0
1272,United States,California,Douglas City,96024,40.586588,-122.903677,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,5390,0.7309036201893344,70.95,622.2913422291994,1
5379,United States,California,Sacramento,95819,38.567594,-121.437507,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.25,2964.05,3296,0.5674056327612239,91.25,621.3091678735402,0
1657,United States,California,Garberville,95542,40.057784,-123.679461,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,2189,0.7309036201893344,70.65,619.6600891965178,1
574,United States,California,Nuevo,92567,33.82769,-117.102244,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,4969,0.6932723926598018,74.4,618.9535921666711,1
1311,United States,California,Los Angeles,90042,34.11572,-118.192754,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,5514,0.685551714026903,75.1,617.819204681045,1
652,United States,California,Carmel Valley,93924,36.414611,-121.6386,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,4750,0.6932723926598018,74.25,617.7057018598834,1
4581,United States,California,San Diego,92116,32.765299,-117.122565,Male,No,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,2827,0.45952080174000953,111.5,614.8388327281327,0
1360,United States,California,North Hollywood,91605,34.207295,-118.400022,Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,5438,0.573039573855193,89.4,614.7568548318511,1
1859,United States,California,El Centro,92243,32.770393,-115.60915,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,3553,0.6817055601807491,75.05,613.9440274987827,1
268,United States,California,Greenbrae,94904,37.946617,-122.563571,Male,Yes,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,4777,0.5650009946018046,90.45,613.2520795407988,1
456,United States,California,Pacific Palisades,90272,34.079449,-118.548306,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,3349,0.7309036201893344,69.9,613.0819566148137,1
925,United States,California,Valley Village,91607,34.165783,-118.399795,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,4115,0.542882421702975,93.8,611.0684538688686,1
453,United States,California,Hermosa Beach,90254,33.86532,-118.396336,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,3438,0.7309036201893344,69.6,610.4507035821321,1
200,United States,California,Madera,93638,37.004068,-119.930027,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,3042,0.7309036201893344,69.55,610.0121614100185,1
4923,United States,California,Fresno,93706,36.654614,-119.903674,Male,No,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,4520,0.4885945614079967,103.85,608.8865424266454,0
470,United States,California,Long Beach,90808,33.823943,-118.111335,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,5613,0.663426238813648,76.35,607.8311200010643,1
1405,United States,California,Niland,92257,33.345825,-115.596574,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,2931,0.5582879857024003,90.7,607.6406436384925,1
3929,United States,California,San Jose,95148,37.339533,-121.777179,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,5557,0.5666017111925965,88.95,604.7906665269776,0
926,United States,California,Claremont,91711,34.127621,-117.717863,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,3606,0.5224369445150858,96.2,603.1012087482151,1
